rid,country,location_name,latitude,longitude,timezone,last_updated,temperature_celsius,temperature_fahrenheit,condition_label,wind_kph,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,air_quality_Ozone,sunrise,sunset,moonrise,moonset
172.217.3.106-10.42.0.211-443-35444-6,China,Beijing,39.93,116.39,Asia/Shanghai,09-09-23 6:45,20,68,1,6.8,100,100,20,68,3.8,5:48 AM,6:36 PM,11:44 PM,2:56 PM
239.255.255.250-10.42.0.1-1900-35532-17,Bulgaria,Bogot,43.32,24.7,Europe/Sofia,09-09-23 1:45,16.9,62.4,1,3.6,54,0,16.9,62.4,50.1,6:52 AM,7:45 PM,No moonrise,4:32 PM
205.204.101.182-10.42.0.211-443-60118-6,Comoros,Moroni,-11.7,43.24,Indian/Comoro,09-09-23 1:45,20.9,69.6,1,3.6,77,18,20.9,69.6,47.2,6:06 AM,6:03 PM,1:10 AM,12:43 PM
182.22.31.124-10.42.0.151-443-50824-6,Congo,Brazzaville,-4.26,15.28,Africa/Brazzaville,08-09-23 23:45,24,75.2,1,15.1,74,0,25.4,77.7,29.3,5:55 AM,5:58 PM,12:49 AM,12:56 PM
10.42.0.211-104.97.95.172-48625-80-6,Costa Rica,San Juan,9.97,-84.08,America/Costa_Rica,08-09-23 16:45,25,77,1,6.8,61,100,27.7,81.8,19.5,5:27 AM,5:41 PM,12:10 AM,1:20 PM
203.205.147.229-10.42.0.211-80-48644-6,Croatia,Zagreb,45.8,16,Europe/Zagreb,09-09-23 0:45,15,59,1,4,88,0,15.4,59.8,24.7,6:25 AM,7:22 PM,No moonrise,4:20 PM
10.42.0.211-10.42.0.1-56991-53-17,Cuba,Havana,23.13,-82.36,America/Havana,08-09-23 18:45,31,87.8,1,16.9,59,25,38.5,101.3,86.6,7:14 AM,7:40 PM,1:31 AM,3:45 PM
172.217.10.104-10.42.0.211-443-53162-6,Cyprus,Nicosia,35.17,33.37,Asia/Famagusta,09-09-23 1:45,26,78.8,0,19.1,84,0,28,82.4,75.8,6:24 AM,7:04 PM,No moonrise,3:22 PM
10.42.0.151-14.17.42.57-33208-80-6,Czech Republic,Prague,50.08,14.47,Europe/Prague,09-09-23 0:45,19,66.2,0,11.2,64,25,19,66.2,17.7,6:27 AM,7:32 PM,11:53 PM,4:53 PM
172.217.3.99-10.42.0.211-443-41569-6,Democratic Republic of Congo,Kinshasa,-4.3,15.3,Africa/Brazzaville,08-09-23 23:45,24,75.2,1,15.1,74,0,25.4,77.8,29.3,5:55 AM,5:58 PM,12:49 AM,12:56 PM
172.217.10.230-10.42.0.211-443-41599-6,Denmark,Copenhagen,55.67,12.58,Europe/Copenhagen,09-09-23 0:45,19,66.2,0,16.9,83,0,19,66.2,83.7,6:27 AM,7:47 PM,11:12 PM,5:50 PM
10.42.0.211-112.80.248.187-44916-80-6,Djibouti,Djibouti,11.6,43.15,Africa/Djibouti,09-09-23 1:45,30.2,86.4,0,3.6,69,0,35.1,95.2,60.1,5:57 AM,6:13 PM,12:18 AM,1:36 PM
203.205.158.60-10.42.0.211-80-57137-6,Dominica,Roseau,15.3,-61.4,America/Dominica,08-09-23 18:45,29,84.2,0,3.6,89,37,33.1,91.6,39,5:54 AM,6:13 PM,12:23 AM,1:58 PM
10.42.0.211-106.39.169.66-53148-80-6,Dominican Republic,Santo Domingo,18.47,-69.9,America/Santo_Domingo,08-09-23 18:45,29,84.2,1,6.8,84,50,33.3,91.9,55.8,6:26 AM,6:48 PM,12:51 AM,2:41 PM
10.42.0.211-114.134.80.163-34218-80-6,Ecuador,Quito,-0.22,-78.5,America/Guayaquil,08-09-23 17:45,16.1,61,0,7.2,68,70,16.1,61,50.8,6:08 AM,6:15 PM,1:10 AM,1:34 PM
10.42.0.211-104.192.110.245-34811-80-6,Egypt,Cairo,30.05,31.25,Africa/Cairo,09-09-23 1:45,30,86,0,6.1,46,0,31.5,88.7,47.9,6:35 AM,7:10 PM,12:20 AM,3:14 PM
10.42.0.211-10.42.0.1-49142-53-17,El Salvador,San Salvador,13.71,-89.2,America/El_Salvador,08-09-23 16:45,29,84.2,1,13,75,25,31.9,89.4,103,5:46 AM,6:03 PM,12:22 AM,1:50 PM
211.144.37.229-10.42.0.211-80-59949-6,Equatorial Guinea,Malabo,3.75,8.78,Africa/Malabo,08-09-23 23:45,24,75.2,0,6.8,100,75,26.5,79.7,42.9,6:18 AM,6:27 PM,12:59 AM,1:41 PM
10.42.0.151-10.42.0.1-38040-53-17,Eritrea,Asmara,15.33,38.93,Africa/Asmara,09-09-23 1:45,18.7,65.7,0,3.6,64,4,18.7,65.7,32.9,6:12 AM,6:31 PM,12:27 AM,2:02 PM
10.42.0.211-66.102.255.61-35485-443-6,Estonia,Tallinn,59.43,24.73,Europe/Tallinn,09-09-23 1:45,12,53.6,1,4,100,60,11.4,52.5,41.1,6:32 AM,8:04 PM,10:27 PM,6:54 PM
10.42.0.211-103.235.46.211-56322-443-6,Swaziland,Mbabane,-26.32,31.13,Africa/Mbabane,09-09-23 0:45,13.4,56.1,0,6.8,73,0,13.2,55.8,55.1,6:01 AM,5:46 PM,1:38 AM,11:56 AM
10.42.0.211-10.42.0.1-6860-53-17,Ethiopia,Addis Ababa,9.03,38.7,Africa/Addis_Ababa,09-09-23 1:45,14,57.2,1,6.8,94,75,14.6,58.2,38.6,6:16 AM,6:30 PM,12:43 AM,1:49 PM
180.149.136.194-10.42.0.42-443-42077-6,Fiji Islands,Suva,-18.13,178.42,Pacific/Fiji,09-09-23 10:45,26,78.8,0,28.1,70,62,28.2,82.7,45.8,6:09 AM,6:00 PM,1:04 AM,12:07 PM
10.42.0.211-23.203.49.224-55220-80-6,Finland,Helsinki,60.18,24.93,Europe/Helsinki,09-09-23 1:45,13,55.4,1,3.6,100,0,12.8,55.1,0.9,6:30 AM,8:04 PM,10:10 PM,7:09 PM
10.42.0.211-10.42.0.1-59401-53-17,France,Paris,48.87,2.33,Europe/Paris,09-09-23 0:45,24,75.2,0,11.2,61,0,25,77.1,34,7:17 AM,8:19 PM,No moonrise,5:36 PM
172.217.7.131-10.42.0.211-443-45861-6,Gabon,Libreville,0.38,9.45,Africa/Libreville,08-09-23 23:45,26,78.8,1,19.1,84,100,28.9,84,37.9,6:16 AM,6:23 PM,1:03 AM,1:31 PM
172.217.3.110-10.42.0.151-443-50599-6,Gambia,Banjul,13.45,-16.58,Africa/Banjul,08-09-23 22:45,27,80.6,1,3.6,89,50,30.7,87.2,35.1,6:55 AM,7:13 PM,1:22 AM,2:48 PM
172.217.7.195-10.42.0.211-443-42533-6,Georgia,Tbilisi,41.73,44.79,Asia/Tbilisi,09-09-23 2:45,18,64.4,1,3.6,100,100,18,64.4,58.7,6:33 AM,7:23 PM,No moonrise,4:01 PM
10.42.0.151-52.225.128.25-37328-443-6,Germany,Berlin,52.52,13.4,Europe/Berlin,09-09-23 0:45,18,64.4,0,6.1,73,0,18,64.4,60.1,6:28 AM,7:39 PM,11:39 PM,5:16 PM
222.73.28.96-10.42.0.211-80-37142-6,Ghana,Accra,5.55,-0.22,Africa/Accra,08-09-23 22:45,26,78.8,1,29.9,89,100,29.3,84.7,30,5:53 AM,6:04 PM,12:32 AM,1:22 PM
10.42.0.211-66.198.24.240-49772-443-6,Greece,Athens,37.98,23.72,Europe/Athens,09-09-23 1:45,24,75.2,0,42.8,57,25,25.6,78.1,88.7,7:01 AM,7:45 PM,12:24 AM,4:13 PM
10.42.0.211-31.13.69.245-59877-80-6,Grenada,Saint George's,12.05,-61.75,America/Grenada,08-09-23 18:45,30,86,1,13,70,25,35,94.9,40.8,5:57 AM,6:13 PM,12:32 AM,1:52 PM
10.42.0.42-111.206.25.159-46241-80-6,Guatemala,Guatemala City,14.62,-90.53,America/Guatemala,08-09-23 16:45,26,78.8,1,19.1,58,75,28.2,82.7,34.3,5:51 AM,6:09 PM,12:25 AM,1:57 PM
10.42.0.211-23.7.54.6-56697-443-6,Guinea,Conakry,9.51,-13.71,Africa/Conakry,08-09-23 22:45,27,80.6,0,11.2,89,50,30.6,87.1,42.9,6:45 AM,7:00 PM,1:19 AM,2:27 PM
172.217.10.238-10.42.0.211-80-59344-6,Guinea-Bissau,Bissau,11.85,-15.58,Africa/Bissau,08-09-23 22:45,27,80.6,1,3.6,89,50,31.4,88.5,25,6:52 AM,7:08 PM,1:22 AM,2:40 PM
180.76.152.193-10.42.0.42-80-41206-6,Guyana,Georgetown,6.8,-58.17,America/Guyana,08-09-23 18:45,29,84.2,0,11.2,79,25,34,93.1,79.4,5:45 AM,5:56 PM,12:29 AM,1:25 PM
10.42.0.211-52.94.232.33-56669-443-6,Haiti,Port-Au-Prince,18.54,-72.34,America/Port-au-Prince,08-09-23 18:45,26.6,79.9,1,8.6,87,19,30.4,86.7,155.9,6:36 AM,6:58 PM,1:01 AM,2:52 PM
10.42.0.211-69.147.82.215-60442-443-6,Vatican City,Vatican City,41.9,12.45,Europe/Rome,09-09-23 0:45,23,73.4,1,3.6,57,0,24.8,76.6,0.7,6:42 AM,7:33 PM,No moonrise,4:16 PM
10.42.0.151-104.244.43.131-49741-443-6,Honduras,Tegucigalpa,14.1,-87.22,America/Tegucigalpa,08-09-23 16:45,26.8,80.2,0,10.8,58,47,28,82.4,31.8,5:38 AM,5:56 PM,12:13 AM,1:43 PM
172.217.3.106-10.42.0.211-443-49160-6,Hungary,Budapest,47.5,19.08,Europe/Budapest,09-09-23 0:45,15,59,1,3.6,77,0,15.1,59.2,2.1,6:11 AM,7:11 PM,11:50 PM,4:17 PM
157.240.18.15-10.42.0.211-443-47276-6,Iceland,Hella,63.83,-20.4,Atlantic/Reykjavik,08-09-23 22:45,9.6,49.3,1,26.3,86,92,6.4,43.5,50.1,6:24 AM,8:12 PM,12:00 AM,12:00 AM
172.217.12.170-10.42.0.151-443-46845-6,India,New Delhi,28.6,77.2,Asia/Kolkata,09-09-23 4:15,25,77,0,11.2,94,100,26.6,79.9,13.6,6:02 AM,6:35 PM,No moonrise,2:29 PM
208.80.154.224-10.42.0.151-443-56517-6,Indonesia,Jakarta,-6.21,106.85,Asia/Jakarta,09-09-23 5:45,26,78.8,1,4,94,25,28,82.4,0,5:50 AM,5:51 PM,12:33 AM,12:31 PM
10.42.0.211-10.42.0.1-64672-53-17,Iran,Tehran,35.73,51.33,Asia/Tehran,09-09-23 2:15,26,78.8,0,15.1,21,0,24.8,76.6,0,5:42 AM,6:23 PM,No moonrise,2:39 PM
10.42.0.211-64.71.142.113-47498-80-6,Iraq,Baghdad,33.34,44.39,Asia/Baghdad,09-09-23 1:45,32,89.6,0,3.6,18,0,29.8,85.6,55.1,5:41 AM,6:19 PM,No moonrise,2:30 PM
10.42.0.211-10.42.0.1-20986-53-17,Ireland,Dublin,53.33,-6.25,Europe/Dublin,08-09-23 23:45,21,69.8,1,3.6,78,50,21,69.8,8.8,6:46 AM,7:58 PM,11:54 PM,5:45 PM
10.42.0.211-23.194.141.191-33359-443-6,Israel,Jerusalem,31.78,35.23,Asia/Jerusalem,09-09-23 1:45,28,82.4,1,13,70,50,29.3,84.7,62.2,6:18 AM,6:55 PM,No moonrise,3:03 PM
182.22.120.246-10.42.0.151-443-49171-6,Italy,Rome,41.9,12.48,Europe/Rome,09-09-23 0:45,23,73.4,1,3.6,57,0,24.8,76.6,0.7,6:42 AM,7:33 PM,No moonrise,4:16 PM
10.42.0.151-23.74.67.241-40245-80-6,Jamaica,Norman Gardens,17.97,-76.75,America/Jamaica,08-09-23 17:45,32,89.6,0,31,71,25,43.4,110.1,32.5,5:54 AM,6:15 PM,12:20 AM,2:08 PM
10.42.0.211-10.42.0.1-65427-53-17,Japan,Tokyo,35.69,139.69,Asia/Tokyo,09-09-23 7:45,24,75.2,1,13,94,75,26.2,79.2,29,5:18 AM,6:00 PM,11:24 PM,2:03 PM
10.42.0.211-52.86.21.31-51498-443-6,Jordan,Amman,31.95,35.93,Asia/Amman,09-09-23 1:45,28,82.4,0,3.6,30,0,26.2,79.2,59.4,6:15 AM,6:52 PM,No moonrise,3:01 PM
10.42.0.151-64.71.142.125-33337-443-6,Kazakhstan,Astana,51.18,71.43,Asia/Almaty,09-09-23 4:45,11,51.8,0,11.2,94,0,9.7,49.5,16.1,6:37 AM,7:46 PM,11:48 PM,5:05 PM
172.217.11.46-10.42.0.211-443-57370-6,Kenya,Nairobi,-1.28,36.82,Africa/Nairobi,09-09-23 1:45,16,60.8,1,3.6,94,75,16,60.8,39,6:28 AM,6:33 PM,1:13 AM,1:33 PM
10.42.0.211-23.66.169.52-32781-80-6,Kiribati,Tarawa,-0.88,169.53,Pacific/Tarawa,09-09-23 10:45,28.7,83.7,1,14,74,23,32.7,90.9,36.5,6:37 AM,6:43 PM,1:02 AM,1:24 PM
172.217.3.106-10.42.0.211-443-55162-6,Kuwait,Kuwait City,29.37,47.96,Asia/Kuwait,09-09-23 1:45,34.3,93.7,1,3.6,55,0,41.2,106.2,52.9,5:29 AM,6:02 PM,No moonrise,2:02 PM
209.10.120.26-10.42.0.211-80-36254-6,Kyrghyzstan,Bishkek,42.87,74.6,Asia/Bishkek,09-09-23 4:45,18.4,65.1,1,13.3,39,3,18.4,65.1,7.2,6:33 AM,7:25 PM,No moonrise,4:03 PM
10.42.0.151-10.42.0.1-2066-53-17,Indonesia,Laos,-8.18,114.32,Asia/Jakarta,09-09-23 5:45,18.4,65.1,0,3.6,88,74,18.4,65.1,32.9,5:21 AM,5:21 PM,12:07 AM,11:56 AM
10.42.0.1-10.42.0.42-53-15168-17,Latvia,Riga,56.95,24.1,Europe/Riga,09-09-23 1:45,14,57.2,0,3.6,94,75,14.7,58.4,24,6:39 AM,8:02 PM,11:09 PM,6:17 PM
10.42.0.211-104.192.108.27-42082-80-6,Lebanon,Beirut,33.87,35.51,Asia/Beirut,09-09-23 1:45,30,86,0,11.2,59,0,33.4,92.1,70.8,6:16 AM,6:55 PM,No moonrise,3:09 PM
10.42.0.151-52.84.134.158-38846-443-6,Lesotho,Maseru,-29.32,27.48,Africa/Johannesburg,09-09-23 0:45,11.9,53.4,0,3.6,10,0,12.4,54.3,47.2,6:17 AM,5:59 PM,2:01 AM,12:02 PM
10.42.0.211-23.205.16.85-52487-80-6,Liberia,Monrovia,6.31,-10.8,Africa/Monrovia,08-09-23 22:45,25,77,1,3.6,100,75,27.6,81.6,48.6,6:35 AM,6:47 PM,1:14 AM,2:08 PM
206.126.112.140-10.42.0.151-443-59983-6,Thailand,Nan,18.78,100.78,Asia/Bangkok,09-09-23 5:45,25,77,1,3.6,100,50,28.5,83.3,3.4,6:03 AM,6:26 PM,12:02 AM,1:54 PM
10.42.0.211-10.42.0.1-14695-53-17,Liechtenstein,Vaduz,47.13,9.52,Europe/Vaduz,09-09-23 0:45,18,64.4,1,4,100,0,18,64.4,8.2,6:50 AM,7:49 PM,No moonrise,4:55 PM
174.35.73.198-10.42.0.151-80-39102-6,Lithuania,Vilnius,54.68,25.32,Europe/Vilnius,09-09-23 1:45,12,53.6,1,3.6,82,0,12.1,53.8,32.5,6:38 AM,7:54 PM,11:30 PM,5:47 PM
10.42.0.1-10.42.0.42-53-53583-17,Luxembourg,Luxembourg,49.61,6.13,Europe/Luxembourg,09-09-23 0:45,21,69.8,1,4,69,0,21,69.8,0,7:01 AM,8:05 PM,No moonrise,5:25 PM
10.42.0.151-104.89.122.210-46731-443-6,Madagascar,Antananarivo,-18.92,47.52,Indian/Antananarivo,09-09-23 1:45,12,53.6,0,6.1,100,75,12,53.6,33.6,5:52 AM,5:44 PM,1:10 AM,12:08 PM
10.42.0.151-10.42.0.1-38577-53-17,Malawi,Lilongwe,-13.98,33.78,Africa/Blantyre,09-09-23 0:45,19.8,67.6,1,9,32,0,19.8,67.6,83,5:45 AM,5:41 PM,12:55 AM,12:17 PM
172.217.11.2-10.42.0.42-443-49866-17,Malaysia,Kuala Lumpur,3.17,101.7,Asia/Kuala_Lumpur,09-09-23 6:45,24,75.2,1,3.6,94,25,26.4,79.4,0,7:07 AM,7:16 PM,1:35 AM,2:14 PM
174.35.73.107-10.42.0.211-80-53231-6,Maldives,Farukolhufunadhoo,6.15,73.27,Indian/Maldives,09-09-23 3:45,27.7,81.9,0,12.2,76,44,31.1,88,34.7,5:59 AM,6:10 PM,12:26 AM,1:19 PM
172.217.12.174-10.42.0.42-80-49285-6,Mali,Bamako,12.65,-8,Africa/Bamako,08-09-23 22:45,28,82.4,1,6.1,79,25,34.1,93.4,1.6,6:21 AM,6:38 PM,12:48 AM,2:10 PM
209.10.120.26-10.42.0.211-80-43487-6,Malta,Valletta,35.9,14.51,Europe/Malta,09-09-23 0:45,25,77,0,20.2,65,0,26.6,79.9,95.8,6:39 AM,7:20 PM,12:10 AM,3:43 PM
10.42.0.151-31.13.69.195-56926-443-6,Marshall Islands,Majuro,7.1,171.38,Pacific/Majuro,09-09-23 10:45,31,87.8,0,6.8,75,50,38.7,101.7,12.9,6:26 AM,6:38 PM,12:37 AM,1:34 PM
10.42.0.211-108.174.10.10-43244-80-6,Mauritania,Nouakchott,18.09,-15.98,Africa/Nouakchott,08-09-23 22:45,27.7,81.9,1,26.6,79,12,31.6,88.9,19.5,6:51 AM,7:13 PM,1:08 AM,2:57 PM
172.217.10.234-10.42.0.151-443-43616-6,Mauritius,Port Louis,-20.16,57.5,Indian/Mauritius,09-09-23 2:45,20,68,0,3.6,88,25,20,68,63.7,6:13 AM,6:03 PM,1:31 AM,12:23 PM
10.42.0.211-36.110.213.49-49739-80-6,Mexico,Mexico City,19.43,-99.13,America/Mexico_City,08-09-23 16:45,25,77,0,28.1,32,62,25.8,78.5,128.8,6:22 AM,6:45 PM,12:49 AM,2:45 PM
10.42.0.211-103.235.46.211-59391-443-6,Micronesia,Palikir,6.92,158.15,Pacific/Pohnpei,09-09-23 9:45,31,87.8,1,9,75,75,38.5,101.4,11,6:19 AM,6:31 PM,12:32 AM,1:28 PM
10.42.0.211-54.192.36.247-49198-443-6,Russia,Chi-Chi-Erh,51.7,94.45,Asia/Krasnoyarsk,09-09-23 5:45,7.8,46,1,7.9,55,100,6.5,43.7,15.2,6:05 AM,7:15 PM,11:09 PM,4:33 PM
172.217.7.195-10.42.0.211-80-41719-6,Monaco,Monaco,43.73,7.42,Europe/Monaco,09-09-23 0:45,24,75.2,1,15.1,54,0,25.3,77.5,88,7:01 AM,7:54 PM,12:06 AM,4:45 PM
10.42.0.211-98.139.180.149-49835-80-6,Mongolia,Ulaanbaatar,47.92,106.92,Asia/Ulaanbaatar,09-09-23 6:45,7,44.6,1,19.1,81,0,5.2,41.3,86.6,6:19 AM,7:21 PM,11:43 PM,4:15 PM
10.42.0.151-10.42.0.1-52531-53-17,Montenegro,Podgorica,42.44,19.26,Europe/Podgorica,09-09-23 0:45,26,78.8,0,16.9,39,0,26.6,79.9,30.8,6:15 AM,7:06 PM,No moonrise,3:50 PM
172.217.10.106-10.42.0.151-443-34138-6,Morocco,Rabat,34.03,-6.84,Africa/Casablanca,08-09-23 23:45,20,68,0,3.6,94,50,20,68,80.1,7:06 AM,7:44 PM,12:45 AM,4:05 PM
220.243.235.201-10.42.0.211-80-43722-6,Mozambique,Maputo,-25.97,32.59,Africa/Maputo,09-09-23 0:45,21,69.8,1,15.1,88,75,21,69.8,47.2,5:55 AM,5:40 PM,1:31 AM,11:51 AM
10.42.0.211-10.42.0.1-37552-53-17,Myanmar,Pathein,16.78,94.73,Asia/Yangon,09-09-23 5:15,24.7,76.5,1,6.5,95,71,27.6,81.7,32.9,5:58 AM,6:19 PM,12:02 AM,1:44 PM
10.42.0.151-119.146.74.49-42885-80-6,Namibia,Windhoek,-22.57,17.08,Africa/Windhoek,09-09-23 0:45,21,69.8,1,11.2,15,0,21,69.8,151.6,6:56 AM,6:43 PM,2:25 AM,1:05 PM
151.101.117.140-10.42.0.211-443-37331-6,Turkey,Yaren,39.55,27.62,Europe/Istanbul,09-09-23 1:45,22,71.6,0,9,69,0,24.5,76.1,75.8,6:44 AM,7:30 PM,12:02 AM,4:03 PM
172.217.3.106-10.42.0.211-443-33079-6,Nepal,Kathmandu,27.72,85.32,Asia/Kathmandu,09-09-23 4:30,22,71.6,1,6.1,94,75,24.5,76.2,19.9,5:46 AM,6:17 PM,No moonrise,2:07 PM
183.79.249.252-10.42.0.211-443-33322-6,Netherlands,Amsterdam,52.37,4.89,Europe/Amsterdam,09-09-23 0:45,19,66.2,0,3.6,100,0,19,66.2,31.8,7:03 AM,8:13 PM,No moonrise,5:50 PM
10.42.0.151-104.254.66.16-47785-80-6,New Zealand,Wellington,-41.3,174.78,Pacific/Auckland,09-09-23 10:45,15,59,0,11.2,67,0,14.1,57.4,36.1,6:35 AM,6:03 PM,2:31 AM,11:08 AM
10.42.0.211-23.194.141.191-41933-443-6,Nicaragua,Managua,12.15,-86.27,America/Managua,08-09-23 16:45,33,91.4,1,29.9,59,50,36.9,98.3,85.1,5:35 AM,5:51 PM,12:14 AM,1:34 PM
10.42.0.211-66.102.255.61-38596-443-6,Niger,Niamey,13.52,2.12,Africa/Niamey,08-09-23 23:45,31,87.8,1,6.8,59,0,33.5,92.4,14.8,6:40 AM,6:58 PM,1:04 AM,2:30 PM
219.147.93.205-10.42.0.151-443-47670-6,Nigeria,Abuja,9.18,7.18,Africa/Lagos,08-09-23 23:45,25,77,0,9,89,0,28.3,82.9,20.6,6:22 AM,6:36 PM,12:53 AM,2:00 PM
10.42.0.151-10.42.0.1-60051-53-17,North Korea,Pyongyang,39.02,125.75,Asia/Pyongyang,09-09-23 7:45,19.5,67.1,1,3.6,89,13,19.5,67.1,0.1,6:11 AM,6:58 PM,No moonrise,3:13 PM
10.42.0.151-104.244.43.99-41235-443-6,Macedonia,Skopje,42,21.43,Europe/Skopje,09-09-23 0:45,15,59,1,4,82,0,15.8,60.4,9.1,6:07 AM,6:57 PM,No moonrise,3:39 PM
10.42.0.151-10.42.0.1-26317-53-17,Norway,Oslo,59.92,10.75,Europe/Oslo,09-09-23 0:45,14,57.2,0,31,100,0,14.7,58.4,44,6:27 AM,8:00 PM,10:15 PM,7:02 PM
172.217.10.238-10.42.0.151-443-35540-6,Oman,Muscat,23.61,58.59,Asia/Muscat,09-09-23 3:00,29,84.2,1,3.6,75,0,31.7,89,21.5,5:50 AM,6:17 PM,No moonrise,2:02 PM
172.217.3.106-10.42.0.42-443-47522-17,Pakistan,Islamabad,33.7,73.17,Asia/Karachi,09-09-23 3:45,26.3,79.3,1,10.1,54,6,27.1,80.8,54.4,5:46 AM,6:24 PM,No moonrise,2:32 PM
172.217.7.164-10.42.0.151-443-41012-6,Palau,Adkip,7.36,134.51,Pacific/Palau,09-09-23 7:45,27,80.6,0,19.1,84,100,30.6,87,24.3,5:54 AM,6:06 PM,12:09 AM,1:07 PM
10.42.0.42-122.225.81.61-47334-80-6,Bolivia,National,-11.18,-67.08,America/La_Paz,08-09-23 19:00,30.9,87.6,0,3.6,24,4,29.1,84.4,10,6:27 AM,6:25 PM,1:47 AM,1:22 PM
192.229.173.173-10.42.0.151-443-39423-6,Panama,Panama City,8.97,-79.53,America/Panama,08-09-23 18:00,30,86,1,6.8,75,50,40.5,104.8,14.5,6:09 AM,6:22 PM,12:53 AM,1:59 PM
10.42.0.211-106.39.169.66-46236-80-6,Papua New Guinea,Port Moresby,-9.46,147.19,Pacific/Port_Moresby,09-09-23 9:00,27.2,81,0,9.4,77,31,30.4,86.7,10.4,6:10 AM,6:08 PM,12:53 AM,12:37 PM
10.42.0.151-10.42.0.1-8831-53-17,Paraguay,Carreria,-21.55,-58.12,America/Asuncion,08-09-23 19:00,28.2,82.8,0,5.4,55,30,29.5,85.1,8.1,5:56 AM,5:45 PM,1:35 AM,12:19 PM
10.42.0.211-66.198.24.243-45733-80-6,Peru,Lima,-12.05,-77.05,America/Lima,08-09-23 17:45,19.9,67.8,0,10.4,73,2,19.9,67.8,70.8,6:07 AM,6:04 PM,1:30 AM,1:01 PM
174.35.73.97-10.42.0.211-443-36361-6,Philippines,Manila,14.6,120.98,Asia/Manila,09-09-23 7:00,27,80.6,1,3.6,94,25,30.9,87.6,0.1,5:45 AM,6:03 PM,No moonrise,1:20 PM
183.56.172.140-10.42.0.151-80-59416-6,Poland,Warsaw,52.25,21,Europe/Warsaw,09-09-23 0:45,15,59,0,3.6,100,0,15.8,60.4,0,5:58 AM,7:08 PM,11:09 PM,4:42 PM
180.149.136.194-10.42.0.211-80-54171-6,Portugal,Lisbon,38.72,-9.13,Europe/Lisbon,08-09-23 23:45,19,66.2,0,9,94,25,19,66.2,61.5,7:12 AM,7:57 PM,12:37 AM,4:32 PM
10.42.0.211-52.22.102.34-57140-443-6,Qatar,Doha,25.29,51.53,Asia/Qatar,09-09-23 2:00,34,93.2,1,3.6,71,0,43,109.5,22.9,5:17 AM,5:46 PM,No moonrise,1:36 PM
10.42.0.211-111.1.17.152-48287-80-6,Romania,Bucharest,44.43,26.1,Europe/Bucharest,09-09-23 1:45,15,59,0,3.6,44,0,15.8,60.4,14,6:46 AM,7:40 PM,No moonrise,4:31 PM
10.42.0.151-10.42.0.1-32711-53-17,Russia,Moscow,55.75,37.62,Europe/Moscow,09-09-23 1:45,10,50,0,15.1,76,75,8.3,46.9,19,5:47 AM,7:07 PM,10:27 PM,5:07 PM
157.240.18.10-10.42.0.151-443-51130-6,Rwanda,Kigali,-1.95,30.06,Africa/Kigali,09-09-23 1:00,22,71.6,1,6.1,69,50,24.5,76.1,13.4,5:55 AM,6:00 PM,12:43 AM,1:00 PM
209.10.120.26-10.42.0.211-80-36753-6,Saint Kitts and Nevis,Basseterre,17.3,-62.72,America/St_Kitts,08-09-23 19:00,29,84.2,0,19.1,84,25,34.2,93.6,61.5,5:58 AM,6:19 PM,12:24 AM,2:09 PM
10.42.0.211-23.208.168.108-39267-80-6,Saint Lucia,Castries,14,-61,America/St_Lucia,08-09-23 19:00,30,86,0,3.6,75,50,35.7,96.3,97.3,5:53 AM,6:10 PM,12:24 AM,1:54 PM
10.42.0.211-31.13.71.1-51940-443-6,Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,America/St_Vincent,08-09-23 19:00,28.8,83.8,0,8.6,71,30,32.7,90.9,29.3,5:54 AM,6:11 PM,12:27 AM,1:53 PM
192.229.173.173-10.42.0.211-80-39765-6,Samoa,Apia,-13.83,-171.73,Pacific/Apia,09-09-23 12:00,30,86,0,19.1,75,50,36.7,98.1,41.5,6:27 AM,6:22 PM,1:13 AM,12:36 PM
205.185.216.42-10.42.0.151-80-52973-6,San Marino,San Marino,43.93,12.45,Europe/Rome,09-09-23 0:45,19,66.2,0,4,68,0,19,66.2,78,6:41 AM,7:34 PM,No moonrise,4:25 PM
205.185.216.42-10.42.0.42-80-36308-6,Belgium,'S-Gravenwezel,51.27,4.55,Europe/Brussels,09-09-23 0:45,19,66.2,0,3.6,88,0,19,66.2,60.1,7:05 AM,8:13 PM,No moonrise,5:43 PM
10.42.0.151-23.208.26.242-36160-443-6,Saudi Arabia,Riyadh,24.64,46.77,Asia/Riyadh,09-09-23 1:45,32,89.6,1,4,15,0,29.8,85.6,125.9,5:37 AM,6:05 PM,No moonrise,1:54 PM
172.217.10.78-10.42.0.42-443-51018-6,Senegal,Dakar,14.67,-17.44,Africa/Dakar,08-09-23 23:00,27.4,81.3,1,20.5,81,22,31.1,88,47.9,6:58 AM,7:17 PM,1:23 AM,2:54 PM
182.254.5.234-10.42.0.211-80-56925-6,Serbia,Belgrade,44.8,20.47,Europe/Belgrade,09-09-23 0:45,19,66.2,1,3.6,68,0,19,66.2,8.1,6:08 AM,7:03 PM,11:59 PM,3:57 PM
